CaseId,StructureType,EnergyProfile,VariantKind,ParentCaseId,GenerationMode,VariantSeed,NominalHitCount,ActualHitCount,StepCount,Density,MeanEnergy,PeakEnergy,AnchorCount,HasOpeningAnchor,HasClosingAnchor,EndDensity,EndEnergy,EndAccent,DensityShape,EnergyShape,SelectedResponseType,TargetDensity,ComplementarityBias,PreserveAnchors,MirrorEnding,SnapshotSelectedResponseType,PlannerDescriptorSummary,PlannerSourceDensity,PlannerSourceEnergy,Score_Mirror,Score_Complement,Score_Simplify,Score_Intensify,Score_Contrast,Score_Fill
Base_H44_FrontLoaded_Increasing,FrontLoaded,Increasing,Base,,BasePlusVariants,,44,44,96,0.458333,85.47727,108,4,True,True,0.291667,103.5714,108,Decreasing,Increasing,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.673049,6.375,5.375,0.375,1,1.375,-0.5
Variant_H44_FrontLoaded_Increasing,FrontLoaded,Increasing,Variant,Base_H44_FrontLoaded_Increasing,BasePlusVariants,1282337860,44,44,96,0.458333,85.68182,111,4,True,True,0.291667,104.8571,111,Decreasing,Increasing,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.67466,6.375,5.375,0.375,1,1.375,-0.5
Base_H44_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Base,,BasePlusVariants,,44,44,96,0.458333,88.13636,110,4,True,True,0.291667,110,110,Decreasing,Increasing,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.693987,6.375,5.375,0.375,1,1.375,-0.5
Variant_H44_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Variant,Base_H44_FrontLoaded_AccentedEnding,BasePlusVariants,97733859,44,44,96,0.458333,87.65909,112,5,True,True,0.291667,109.1429,112,Decreasing,Increasing,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.690229,6.375,5.375,0.375,1,1.375,-0.5
Base_H44_BackLoaded_Flat,BackLoaded,Flat,Base,,BasePlusVariants,,44,44,96,0.458333,84,84,2,True,False,0.625,84,84,Increasing,Flat,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.661417,6.375,5.375,0.375,1,1.375,-0.5
Variant_H44_BackLoaded_Flat,BackLoaded,Flat,Variant,Base_H44_BackLoaded_Flat,BasePlusVariants,2044938736,44,44,96,0.458333,84.22727,88,2,True,False,0.625,84.2,87,Increasing,MidDip,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.663207,6.375,5.375,0.375,1,1.375,-0.5
Base_H44_BackLoaded_Increasing,BackLoaded,Increasing,Base,,BasePlusVariants,,44,44,96,0.458333,92.52273,108,3,True,False,0.625,103.6,108,Increasing,Increasing,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.728525,4.375,3.875,2.375,0,2.375,-0.5
Variant_H44_BackLoaded_Increasing,BackLoaded,Increasing,Variant,Base_H44_BackLoaded_Increasing,BasePlusVariants,742524384,44,44,96,0.458333,92.47727,110,3,True,False,0.666667,103.5625,110,Increasing,Increasing,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.728168,4.375,3.875,2.375,0,2.375,-0.5
Base_H44_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Base,,BasePlusVariants,,44,44,96,0.458333,92.86364,110,3,True,False,0.625,110,110,Increasing,Increasing,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.73121,4.375,3.875,2.375,0,2.375,-0.5
Variant_H44_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Variant,Base_H44_BackLoaded_AccentedEnding,BasePlusVariants,1466443823,44,44,96,0.458333,93,114,4,True,False,0.625,110.1333,114,Increasing,BackLoaded,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.732284,4.375,3.875,2.375,0,2.375,-0.5
Base_H44_Clustered_Flat,Clustered,Flat,Base,,BasePlusVariants,,44,44,96,0.458333,84,84,0,False,False,0.458333,84,84,Flat,Flat,Mirror,0.458333,0.325,False,False,Mirror,"BalancedDensity, MediumEnergy, ConversationalSpace, BalancedProfile",0.458333,0.661417,5.25,5.25,0,2.125,-0.25,0.625
Variant_H44_Clustered_Flat,Clustered,Flat,Variant,Base_H44_Clustered_Flat,BasePlusVariants,567203587,44,44,96,0.458333,84.27273,88,0,False,False,0.458333,84.45454,86,Flat,FrontLoaded,Complement,0.408333,0.8,False,False,Complement,"BalancedDensity, MediumEnergy, ConversationalSpace, FrontLoaded, PredictableProfile",0.458333,0.663565,4.125,4.5,0.375,2.125,2.875,0.625
Base_H44_Clustered_Increasing,Clustered,Increasing,Base,,BasePlusVariants,,44,44,96,0.458333,89.20454,106,0,False,False,0.458333,104.3636,106,Flat,Increasing,Contrast,0.458333,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.702398,2.125,3,2.375,1.125,3.875,1.375
Variant_H44_Clustered_Increasing,Clustered,Increasing,Variant,Base_H44_Clustered_Increasing,BasePlusVariants,447914271,44,44,96,0.458333,89.11364,106,0,False,False,0.458333,104.4545,106,Flat,Increasing,Contrast,0.458333,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.701682,2.125,3,2.375,1.125,3.875,1.375
Base_H44_Clustered_AccentedEnding,Clustered,AccentedEnding,Base,,BasePlusVariants,,44,44,96,0.458333,90.5,110,0,False,False,0.458333,110,110,Flat,Increasing,Contrast,0.458333,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.712598,2.125,3,2.375,1.125,3.875,1.375
Variant_H44_Clustered_AccentedEnding,Clustered,AccentedEnding,Variant,Base_H44_Clustered_AccentedEnding,BasePlusVariants,1458223160,44,44,96,0.458333,90.77273,113,0,False,False,0.458333,110.2727,113,Flat,BackLoaded,Contrast,0.458333,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.714746,2.125,3,2.375,1.125,3.875,1.375
Base_H44_AnchorLed_Flat,AnchorLed,Flat,Base,,BasePlusVariants,,44,44,96,0.458333,85.09091,100,2,True,False,0.458333,85.45454,100,MidDip,BackLoaded,Complement,0.408333,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.670007,5.125,6,0.375,1.625,1.375,1.375
Variant_H44_AnchorLed_Flat,AnchorLed,Flat,Variant,Base_H44_AnchorLed_Flat,BasePlusVariants,1970330788,44,44,96,0.458333,85.63636,103,2,True,False,0.458333,86.72727,103,MidDip,BackLoaded,Complement,0.408333,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.674302,5.125,6,0.375,1.625,1.375,1.375
Base_H44_AnchorLed_Increasing,AnchorLed,Increasing,Base,,BasePlusVariants,,44,44,96,0.458333,89.84091,124,2,True,False,0.458333,107.4545,124,MidDip,Increasing,Complement,0.408333,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.707409,3.125,4.5,2.375,0.625,2.375,1.375
Variant_H44_AnchorLed_Increasing,AnchorLed,Increasing,Variant,Base_H44_AnchorLed_Increasing,BasePlusVariants,352704940,44,44,96,0.458333,89.81818,122,3,True,False,0.458333,108.5455,122,MidDip,Increasing,Contrast,0.458333,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.70723,2.125,3,2.375,1.125,3.875,1.375
Base_H44_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Base,,BasePlusVariants,,44,44,96,0.458333,91.59091,126,2,True,False,0.458333,111.4545,126,MidDip,BackLoaded,Complement,0.408333,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.721188,3.125,4.5,2.375,0.625,2.375,1.375
Variant_H44_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Variant,Base_H44_AnchorLed_AccentedEnding,BasePlusVariants,300034219,44,44,96,0.458333,91.43182,126,3,True,True,0.458333,110.0909,126,MidDip,BackLoaded,Mirror,0.458333,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.719936,4.375,3.875,2.375,0,2.375,-0.5
